,zone,x,y
2021-01-06,Graz-Umgebung,35.0,32.0
2021-01-07,Graz-Umgebung,28.0,20.0
2021-01-08,Graz-Umgebung,26.0,20.0
2021-01-09,Graz-Umgebung,23.0,11.0
2021-01-10,Graz-Umgebung,29.0,9.0
2021-01-11,Graz-Umgebung,15.0,14.0
2021-01-12,Graz-Umgebung,31.0,16.0
2021-01-13,Graz-Umgebung,17.0,15.0
2021-01-14,Graz-Umgebung,13.0,16.0
2021-01-15,Graz-Umgebung,19.0,16.0
2021-01-16,Graz-Umgebung,17.0,12.0
2021-01-17,Graz-Umgebung,7.0,8.0
2021-01-18,Graz-Umgebung,10.0,14.0
2021-01-19,Graz-Umgebung,18.0,15.0
2021-01-20,Graz-Umgebung,28.0,14.0
2021-01-21,Graz-Umgebung,15.0,15.0
2021-01-22,Graz-Umgebung,36.0,16.0
2021-01-23,Graz-Umgebung,22.0,12.0
2021-01-24,Graz-Umgebung,9.0,8.0
2021-01-25,Graz-Umgebung,22.0,14.0
2021-01-26,Graz-Umgebung,19.0,15.0
2021-01-27,Graz-Umgebung,24.0,14.0
2021-01-28,Graz-Umgebung,19.0,16.0
2021-01-29,Graz-Umgebung,27.0,16.0
2021-01-30,Graz-Umgebung,21.0,9.0
2021-01-31,Graz-Umgebung,10.0,8.0
2021-02-01,Graz-Umgebung,17.0,13.0
2021-02-02,Graz-Umgebung,27.0,14.0
2021-02-03,Graz-Umgebung,43.0,14.0
2021-02-04,Graz-Umgebung,20.0,14.0
2021-02-05,Graz-Umgebung,23.0,14.0
2021-02-06,Graz-Umgebung,8.0,9.0
2021-02-07,Graz-Umgebung,20.0,7.0
2021-02-08,Graz-Umgebung,41.0,13.0
2021-02-09,Graz-Umgebung,40.0,14.0
2021-02-10,Graz-Umgebung,32.0,13.0
2021-02-11,Graz-Umgebung,25.0,13.0
2021-02-12,Graz-Umgebung,9.0,14.0
2021-02-13,Graz-Umgebung,18.0,8.0
2021-02-14,Graz-Umgebung,13.0,6.0
2021-02-15,Graz-Umgebung,33.0,10.0
2021-02-16,Graz-Umgebung,13.0,11.0
2021-02-17,Graz-Umgebung,50.0,11.0
2021-02-18,Graz-Umgebung,31.0,11.0
2021-02-19,Graz-Umgebung,38.0,13.0
2021-02-20,Graz-Umgebung,28.0,7.0
2021-02-21,Graz-Umgebung,20.0,6.0
2021-02-22,Graz-Umgebung,37.0,9.0
2021-02-23,Graz-Umgebung,23.0,10.0
2021-02-24,Graz-Umgebung,61.0,10.0
2021-02-25,Graz-Umgebung,8.0,10.0
2021-02-26,Graz-Umgebung,36.0,11.0
2021-02-27,Graz-Umgebung,41.0,7.0
2021-02-28,Graz-Umgebung,23.0,5.0
2021-03-01,Graz-Umgebung,24.0,9.0
2021-03-02,Graz-Umgebung,35.0,9.0
2021-03-03,Graz-Umgebung,16.0,9.0
2021-03-04,Graz-Umgebung,16.0,10.0
2021-03-05,Graz-Umgebung,39.0,13.0
2021-03-06,Graz-Umgebung,21.0,8.0
2021-03-07,Graz-Umgebung,16.0,5.0
2021-03-08,Graz-Umgebung,31.0,9.0
2021-03-09,Graz-Umgebung,28.0,10.0
2021-03-10,Graz-Umgebung,35.0,10.0
2021-03-11,Graz-Umgebung,21.0,11.0
2021-03-12,Graz-Umgebung,47.0,12.0
2021-03-13,Graz-Umgebung,32.0,7.0
2021-03-14,Graz-Umgebung,14.0,9.0
2021-03-15,Graz-Umgebung,32.0,9.0
2021-03-16,Graz-Umgebung,16.0,11.0
2021-03-17,Graz-Umgebung,52.0,10.0
2021-03-18,Graz-Umgebung,36.0,11.0
2021-03-19,Graz-Umgebung,64.0,13.0
2021-03-20,Graz-Umgebung,46.0,10.0
2021-03-21,Graz-Umgebung,18.0,8.0
2021-03-22,Graz-Umgebung,33.0,10.0
2021-03-23,Graz-Umgebung,39.0,10.0
2021-03-24,Graz-Umgebung,36.0,9.0
2021-03-25,Graz-Umgebung,46.0,10.0
2021-03-26,Graz-Umgebung,15.0,10.0
2021-03-27,Graz-Umgebung,34.0,7.0
2021-03-28,Graz-Umgebung,71.0,6.0
2021-03-29,Graz-Umgebung,37.0,10.0
2021-03-30,Graz-Umgebung,17.0,10.0
2021-03-31,Graz-Umgebung,29.0,9.0
2021-04-01,Graz-Umgebung,54.0,10.0
2021-04-02,Graz-Umgebung,33.0,14.0
2021-04-03,Graz-Umgebung,44.0,8.0
2021-04-04,Graz-Umgebung,38.0,4.0
2021-04-05,Graz-Umgebung,16.0,25.0
2021-04-06,Graz-Umgebung,46.0,11.0
2021-04-07,Graz-Umgebung,33.0,10.0
2021-04-08,Graz-Umgebung,36.0,10.0
2021-04-09,Graz-Umgebung,35.0,10.0
2021-04-10,Graz-Umgebung,21.0,6.0
2021-04-11,Graz-Umgebung,16.0,6.0
2021-04-12,Graz-Umgebung,31.0,9.0
2021-04-13,Graz-Umgebung,42.0,12.0
2021-04-14,Graz-Umgebung,33.0,10.0
2021-04-15,Graz-Umgebung,33.0,10.0
2021-04-16,Graz-Umgebung,38.0,11.0
2021-04-17,Graz-Umgebung,44.0,7.0
2021-04-18,Graz-Umgebung,35.0,7.0
2021-04-19,Graz-Umgebung,33.0,9.0
2021-04-20,Graz-Umgebung,48.0,9.0
2021-04-21,Graz-Umgebung,39.0,8.0
2021-04-22,Graz-Umgebung,43.0,9.0
2021-04-23,Graz-Umgebung,30.0,10.0
2021-04-24,Graz-Umgebung,26.0,5.0
2021-04-25,Graz-Umgebung,29.0,4.0
2021-04-26,Graz-Umgebung,53.0,9.0
2021-04-27,Graz-Umgebung,16.0,11.0
2021-04-28,Graz-Umgebung,40.0,9.0
2021-04-29,Graz-Umgebung,39.0,8.0
2021-04-30,Graz-Umgebung,22.0,9.0
2021-05-01,Graz-Umgebung,15.0,9.0
2021-05-02,Graz-Umgebung,26.0,7.0
2021-05-03,Graz-Umgebung,20.0,7.0
2021-05-04,Graz-Umgebung,34.0,7.0
2021-05-05,Graz-Umgebung,33.0,8.0
2021-05-06,Graz-Umgebung,29.0,8.0
2021-05-07,Graz-Umgebung,20.0,11.0
2021-05-08,Graz-Umgebung,40.0,4.0
2021-05-09,Graz-Umgebung,24.0,1.0
2021-05-10,Graz-Umgebung,15.0,7.0
2021-05-11,Graz-Umgebung,28.0,7.0
2021-05-12,Graz-Umgebung,35.0,6.0
2021-05-13,Graz-Umgebung,13.0,29.0
2021-05-14,Graz-Umgebung,10.0,14.0
2021-05-15,Graz-Umgebung,12.0,6.0
2021-05-16,Graz-Umgebung,8.0,5.0
2021-05-17,Graz-Umgebung,11.0,7.0
2021-05-18,Graz-Umgebung,5.0,7.0
2021-05-19,Graz-Umgebung,11.0,6.0
2021-05-20,Graz-Umgebung,6.0,5.0
2021-05-21,Graz-Umgebung,5.0,3.0
2021-05-22,Graz-Umgebung,6.0,3.0
2021-05-23,Graz-Umgebung,7.0,4.0
2021-05-24,Graz-Umgebung,7.0,25.0
2021-05-25,Graz-Umgebung,3.0,7.0
2021-05-26,Graz-Umgebung,11.0,4.0
2021-05-27,Graz-Umgebung,7.0,6.0
2021-05-28,Graz-Umgebung,5.0,3.0
2021-05-29,Graz-Umgebung,6.0,3.0
2021-05-30,Graz-Umgebung,9.0,2.0
2021-05-31,Graz-Umgebung,3.0,4.0
2021-06-01,Graz-Umgebung,5.0,3.0
2021-06-02,Graz-Umgebung,4.0,-1.0
2021-06-03,Graz-Umgebung,4.0,18.0
2021-06-04,Graz-Umgebung,9.0,9.0
2021-06-05,Graz-Umgebung,3.0,2.0
2021-06-06,Graz-Umgebung,5.0,1.0
2021-06-07,Graz-Umgebung,4.0,3.0
2021-06-08,Graz-Umgebung,3.0,3.0
2021-06-09,Graz-Umgebung,2.0,4.0
2021-06-10,Graz-Umgebung,2.0,4.0
2021-06-11,Graz-Umgebung,0.0,3.0
2021-06-12,Graz-Umgebung,0.0,0.0
2021-06-13,Graz-Umgebung,1.0,-2.0
2021-06-14,Graz-Umgebung,4.0,2.0
2021-06-15,Graz-Umgebung,2.0,3.0
2021-06-16,Graz-Umgebung,1.0,2.0
2021-06-17,Graz-Umgebung,1.0,2.0
2021-06-18,Graz-Umgebung,0.0,2.0
2021-06-19,Graz-Umgebung,0.0,-1.0
2021-06-20,Graz-Umgebung,0.0,-2.0
2021-06-21,Graz-Umgebung,2.0,3.0
2021-06-22,Graz-Umgebung,0.0,3.0
2021-06-23,Graz-Umgebung,1.0,2.0
2021-06-24,Graz-Umgebung,0.0,3.0
2021-06-25,Graz-Umgebung,2.0,4.0
2021-06-26,Graz-Umgebung,0.0,-2.0
2021-06-27,Graz-Umgebung,0.0,-2.0
2021-06-28,Graz-Umgebung,1.0,2.0
2021-06-29,Graz-Umgebung,0.0,2.0
2021-06-30,Graz-Umgebung,0.0,2.0
2021-07-01,Graz-Umgebung,0.0,3.0
2021-07-02,Graz-Umgebung,0.0,1.0
2021-07-03,Graz-Umgebung,0.0,-3.0
2021-07-04,Graz-Umgebung,0.0,-1.0
2021-07-05,Graz-Umgebung,2.0,2.0
2021-07-06,Graz-Umgebung,0.0,2.0
2021-07-07,Graz-Umgebung,2.0,1.0
2021-07-08,Graz-Umgebung,4.0,2.0
2021-07-09,Graz-Umgebung,5.0,2.0
2021-07-10,Graz-Umgebung,7.0,-3.0
2021-07-11,Graz-Umgebung,8.0,-3.0
2021-07-12,Graz-Umgebung,7.0,3.0
2021-07-13,Graz-Umgebung,8.0,4.0
2021-07-14,Graz-Umgebung,4.0,5.0
2021-07-15,Graz-Umgebung,8.0,3.0
2021-07-16,Graz-Umgebung,25.0,2.0
2021-07-17,Graz-Umgebung,14.0,1.0
2021-07-18,Graz-Umgebung,18.0,0.0
2021-07-19,Graz-Umgebung,7.0,3.0
2021-07-20,Graz-Umgebung,3.0,4.0
2020-09-01,Grieskirchen,5.0,3.0
2020-09-02,Grieskirchen,2.0,2.0
2020-09-03,Grieskirchen,1.0,1.0
2020-09-04,Grieskirchen,0.0,0.0
2020-09-05,Grieskirchen,1.0,
2020-09-06,Grieskirchen,0.0,
2020-09-07,Grieskirchen,1.0,2.0
2020-09-08,Grieskirchen,1.0,0.0
2020-09-09,Grieskirchen,1.0,-1.0
2020-09-10,Grieskirchen,0.0,-1.0
2020-09-11,Grieskirchen,1.0,-3.0
2020-09-12,Grieskirchen,2.0,
2020-09-13,Grieskirchen,1.0,
2020-09-14,Grieskirchen,1.0,-4.0
2020-09-15,Grieskirchen,6.0,-3.0
2020-09-16,Grieskirchen,3.0,-3.0
2020-09-17,Grieskirchen,2.0,-1.0
2020-09-18,Grieskirchen,2.0,-2.0
2020-09-19,Grieskirchen,4.0,
2020-09-20,Grieskirchen,11.0,
2020-09-21,Grieskirchen,0.0,-2.0
2020-09-22,Grieskirchen,11.0,-1.0
2020-09-23,Grieskirchen,0.0,2.0
2020-09-24,Grieskirchen,5.0,1.0
2020-09-25,Grieskirchen,4.0,4.0
2020-09-26,Grieskirchen,2.0,5.0
2020-09-27,Grieskirchen,2.0,
2020-09-28,Grieskirchen,1.0,3.0
2020-09-29,Grieskirchen,3.0,2.0
2020-09-30,Grieskirchen,3.0,0.0
2020-10-01,Grieskirchen,2.0,0.0
2020-10-02,Grieskirchen,0.0,1.0
2020-10-03,Grieskirchen,1.0,1.0
2020-10-04,Grieskirchen,0.0,
2020-10-05,Grieskirchen,2.0,0.0
2020-10-06,Grieskirchen,6.0,-1.0
2020-10-07,Grieskirchen,3.0,1.0
2020-10-08,Grieskirchen,17.0,1.0
2020-10-09,Grieskirchen,1.0,1.0
2020-10-10,Grieskirchen,13.0,2.0
2020-10-11,Grieskirchen,7.0,
2020-10-12,Grieskirchen,3.0,2.0
2020-10-13,Grieskirchen,14.0,2.0
2020-10-14,Grieskirchen,17.0,3.0
2020-10-15,Grieskirchen,25.0,3.0
2020-10-16,Grieskirchen,15.0,4.0
2020-10-17,Grieskirchen,35.0,4.0
2020-10-18,Grieskirchen,12.0,
2020-10-19,Grieskirchen,20.0,2.0
2020-10-20,Grieskirchen,39.0,3.0
2020-10-21,Grieskirchen,32.0,3.0
2020-10-22,Grieskirchen,50.0,3.0
2020-10-23,Grieskirchen,38.0,3.0
2020-10-24,Grieskirchen,26.0,6.0
2020-10-25,Grieskirchen,56.0,
2020-10-26,Grieskirchen,6.0,25.0
2020-10-27,Grieskirchen,69.0,5.0
2020-10-28,Grieskirchen,71.0,6.0
2020-10-29,Grieskirchen,62.0,9.0
2020-10-30,Grieskirchen,70.0,9.0
2020-10-31,Grieskirchen,105.0,5.0
2020-11-01,Grieskirchen,53.0,
2020-11-02,Grieskirchen,65.0,8.0
2020-11-03,Grieskirchen,56.0,10.0
2020-11-04,Grieskirchen,93.0,11.0
2020-11-05,Grieskirchen,90.0,11.0
2020-11-06,Grieskirchen,87.0,12.0
2020-11-07,Grieskirchen,90.0,11.0
2020-11-08,Grieskirchen,58.0,
2020-11-09,Grieskirchen,34.0,10.0
2020-11-10,Grieskirchen,163.0,11.0
2020-11-11,Grieskirchen,58.0,11.0
2020-11-12,Grieskirchen,78.0,11.0
2020-11-13,Grieskirchen,72.0,12.0
2020-11-14,Grieskirchen,51.0,9.0
2020-11-15,Grieskirchen,50.0,
2020-11-16,Grieskirchen,33.0,8.0
2020-11-17,Grieskirchen,86.0,14.0
2020-11-18,Grieskirchen,94.0,14.0
2020-11-19,Grieskirchen,112.0,16.0
2020-11-20,Grieskirchen,104.0,17.0
2020-11-21,Grieskirchen,62.0,14.0
2020-11-22,Grieskirchen,47.0,
2020-11-23,Grieskirchen,63.0,14.0
2020-11-24,Grieskirchen,121.0,13.0
2020-11-25,Grieskirchen,76.0,14.0
2020-11-26,Grieskirchen,60.0,15.0
2020-11-27,Grieskirchen,51.0,16.0
2020-11-28,Grieskirchen,41.0,14.0
2020-11-29,Grieskirchen,28.0,
2020-11-30,Grieskirchen,8.0,11.0
2020-12-01,Grieskirchen,33.0,14.0
2020-12-02,Grieskirchen,30.0,13.0
2020-12-03,Grieskirchen,29.0,13.0
2020-12-04,Grieskirchen,52.0,15.0
2020-12-05,Grieskirchen,15.0,11.0
2020-12-06,Grieskirchen,14.0,
2020-12-07,Grieskirchen,11.0,12.0
2020-12-08,Grieskirchen,33.0,26.0
2020-12-09,Grieskirchen,21.0,7.0
2020-12-10,Grieskirchen,19.0,10.0
2020-12-11,Grieskirchen,16.0,10.0
2020-12-12,Grieskirchen,40.0,9.0
2020-12-13,Grieskirchen,27.0,
2020-12-14,Grieskirchen,18.0,7.0
2020-12-15,Grieskirchen,24.0,8.0
2020-12-16,Grieskirchen,15.0,8.0
2020-12-17,Grieskirchen,10.0,8.0
2020-12-18,Grieskirchen,12.0,9.0
2020-12-19,Grieskirchen,6.0,8.0
2020-12-20,Grieskirchen,14.0,
2020-12-21,Grieskirchen,9.0,8.0
2020-12-22,Grieskirchen,25.0,8.0
2020-12-23,Grieskirchen,25.0,9.0
2020-12-24,Grieskirchen,16.0,25.0
2020-12-25,Grieskirchen,9.0,25.0
2020-12-26,Grieskirchen,3.0,
2020-12-27,Grieskirchen,23.0,
2020-12-28,Grieskirchen,17.0,23.0
2020-12-29,Grieskirchen,28.0,22.0
2020-12-30,Grieskirchen,19.0,21.0
2020-12-31,Grieskirchen,21.0,26.0
2021-01-01,Grieskirchen,14.0,30.0
2021-01-02,Grieskirchen,9.0,14.0
2021-01-03,Grieskirchen,16.0,
2021-01-04,Grieskirchen,9.0,19.0
2021-01-05,Grieskirchen,52.0,18.0
2021-01-06,Grieskirchen,10.0,30.0
2021-01-07,Grieskirchen,10.0,18.0
2021-01-08,Grieskirchen,25.0,18.0
2021-01-09,Grieskirchen,6.0,12.0
2021-01-10,Grieskirchen,10.0,
2021-01-11,Grieskirchen,5.0,11.0
2021-01-12,Grieskirchen,17.0,12.0
2021-01-13,Grieskirchen,20.0,12.0
2021-01-14,Grieskirchen,10.0,13.0
2021-01-15,Grieskirchen,13.0,12.0
2021-01-16,Grieskirchen,12.0,11.0
2021-01-17,Grieskirchen,9.0,
2021-01-18,Grieskirchen,8.0,11.0
2021-01-19,Grieskirchen,9.0,10.0
2021-01-20,Grieskirchen,12.0,10.0
2021-01-21,Grieskirchen,23.0,11.0
2021-01-22,Grieskirchen,7.0,12.0
2021-01-23,Grieskirchen,5.0,12.0
2021-01-24,Grieskirchen,5.0,
2021-01-25,Grieskirchen,9.0,10.0
2021-01-26,Grieskirchen,11.0,12.0
2021-01-27,Grieskirchen,15.0,11.0
2021-01-28,Grieskirchen,13.0,13.0
2021-01-29,Grieskirchen,14.0,13.0
2021-01-30,Grieskirchen,10.0,11.0
2021-01-31,Grieskirchen,2.0,
2021-02-01,Grieskirchen,3.0,9.0
2021-02-02,Grieskirchen,8.0,11.0
2021-02-03,Grieskirchen,13.0,11.0
2021-02-04,Grieskirchen,10.0,10.0
2021-02-05,Grieskirchen,9.0,11.0
2021-02-06,Grieskirchen,7.0,9.0
2021-02-07,Grieskirchen,10.0,
2021-02-08,Grieskirchen,2.0,8.0
2021-02-09,Grieskirchen,7.0,8.0
2021-02-10,Grieskirchen,5.0,8.0
2021-02-11,Grieskirchen,10.0,10.0
2021-02-12,Grieskirchen,7.0,10.0
2021-02-13,Grieskirchen,11.0,7.0
2021-02-14,Grieskirchen,3.0,
2021-02-15,Grieskirchen,3.0,7.0
2021-02-16,Grieskirchen,14.0,8.0
2021-02-17,Grieskirchen,12.0,8.0
2021-02-18,Grieskirchen,10.0,7.0
2021-02-19,Grieskirchen,7.0,10.0
2021-02-20,Grieskirchen,3.0,7.0
2021-02-21,Grieskirchen,6.0,
2021-02-22,Grieskirchen,0.0,5.0
2021-02-23,Grieskirchen,17.0,6.0
2021-02-24,Grieskirchen,8.0,5.0
2021-02-25,Grieskirchen,18.0,6.0
2021-02-26,Grieskirchen,13.0,8.0
2021-02-27,Grieskirchen,0.0,7.0
2021-02-28,Grieskirchen,9.0,
2021-03-01,Grieskirchen,1.0,4.0
2021-03-02,Grieskirchen,8.0,5.0
2021-03-03,Grieskirchen,10.0,5.0
2021-03-04,Grieskirchen,8.0,6.0
2021-03-05,Grieskirchen,5.0,10.0
2021-03-06,Grieskirchen,7.0,7.0
2021-03-07,Grieskirchen,3.0,
2021-03-08,Grieskirchen,7.0,5.0
2021-03-09,Grieskirchen,17.0,6.0
2021-03-10,Grieskirchen,9.0,7.0
2021-03-11,Grieskirchen,14.0,7.0
2021-03-12,Grieskirchen,2.0,8.0
2021-03-13,Grieskirchen,12.0,6.0
2021-03-14,Grieskirchen,6.0,
2021-03-15,Grieskirchen,6.0,6.0
2021-03-16,Grieskirchen,9.0,6.0
2021-03-17,Grieskirchen,27.0,6.0
2021-03-18,Grieskirchen,19.0,8.0
2021-03-19,Grieskirchen,8.0,9.0
2021-03-20,Grieskirchen,19.0,8.0
2021-03-21,Grieskirchen,3.0,
2021-03-22,Grieskirchen,11.0,6.0
2021-03-23,Grieskirchen,11.0,6.0
2021-03-24,Grieskirchen,11.0,6.0
2021-03-25,Grieskirchen,26.0,6.0
2021-03-26,Grieskirchen,24.0,7.0
2021-03-27,Grieskirchen,11.0,8.0
2021-03-28,Grieskirchen,0.0,
2021-03-29,Grieskirchen,14.0,6.0
2021-03-30,Grieskirchen,23.0,5.0
2021-03-31,Grieskirchen,2.0,5.0
2021-04-01,Grieskirchen,16.0,7.0
2021-04-02,Grieskirchen,13.0,10.0
2021-04-03,Grieskirchen,5.0,8.0
2021-04-04,Grieskirchen,7.0,
2021-04-05,Grieskirchen,6.0,24.0
2021-04-06,Grieskirchen,25.0,6.0
2021-04-07,Grieskirchen,12.0,7.0
2021-04-08,Grieskirchen,4.0,8.0
2021-04-09,Grieskirchen,17.0,7.0
2021-04-10,Grieskirchen,1.0,5.0
2021-04-11,Grieskirchen,2.0,
2021-04-12,Grieskirchen,12.0,6.0
2021-04-13,Grieskirchen,12.0,6.0
2021-04-14,Grieskirchen,23.0,5.0
2021-04-15,Grieskirchen,10.0,6.0
2021-04-16,Grieskirchen,21.0,7.0
2021-04-17,Grieskirchen,15.0,7.0
2021-04-18,Grieskirchen,4.0,
2021-04-19,Grieskirchen,14.0,7.0
2021-04-20,Grieskirchen,22.0,6.0
2021-04-21,Grieskirchen,17.0,4.0
2021-04-22,Grieskirchen,12.0,6.0
2021-04-23,Grieskirchen,24.0,6.0
2021-04-24,Grieskirchen,16.0,5.0
2021-04-25,Grieskirchen,2.0,
2021-04-26,Grieskirchen,17.0,3.0
2021-04-27,Grieskirchen,14.0,5.0
2021-04-28,Grieskirchen,13.0,3.0
2021-04-29,Grieskirchen,20.0,5.0
2021-04-30,Grieskirchen,10.0,5.0
2021-05-01,Grieskirchen,17.0,9.0
2021-05-02,Grieskirchen,0.0,
2021-05-03,Grieskirchen,24.0,4.0
2021-05-04,Grieskirchen,9.0,5.0
2021-05-05,Grieskirchen,15.0,5.0
2021-05-06,Grieskirchen,7.0,5.0
2021-05-07,Grieskirchen,3.0,6.0
2021-05-08,Grieskirchen,4.0,4.0
2021-05-09,Grieskirchen,1.0,
2021-05-10,Grieskirchen,7.0,3.0
2021-05-11,Grieskirchen,6.0,3.0
2021-05-12,Grieskirchen,7.0,2.0
2021-05-13,Grieskirchen,3.0,30.0
2021-05-14,Grieskirchen,2.0,11.0
2021-05-15,Grieskirchen,3.0,6.0
2021-05-16,Grieskirchen,1.0,
2021-05-17,Grieskirchen,5.0,3.0
2021-05-18,Grieskirchen,3.0,4.0
2021-05-19,Grieskirchen,2.0,1.0
2021-05-20,Grieskirchen,9.0,3.0
2021-05-21,Grieskirchen,3.0,2.0
2021-05-22,Grieskirchen,2.0,3.0
2021-05-23,Grieskirchen,1.0,
2021-05-24,Grieskirchen,1.0,22.0
2021-05-25,Grieskirchen,5.0,2.0
2021-05-26,Grieskirchen,1.0,1.0
2021-05-27,Grieskirchen,3.0,3.0
2021-05-28,Grieskirchen,3.0,2.0
2021-05-29,Grieskirchen,6.0,3.0
2021-05-30,Grieskirchen,1.0,
2021-05-31,Grieskirchen,3.0,1.0
2021-06-01,Grieskirchen,2.0,1.0
2021-06-02,Grieskirchen,0.0,-4.0
2021-06-03,Grieskirchen,0.0,17.0
2021-06-04,Grieskirchen,0.0,7.0
2021-06-05,Grieskirchen,1.0,2.0
2021-06-06,Grieskirchen,0.0,
2021-06-07,Grieskirchen,1.0,1.0
2021-06-08,Grieskirchen,0.0,1.0
2021-06-09,Grieskirchen,0.0,1.0
2021-06-10,Grieskirchen,0.0,1.0
2021-06-11,Grieskirchen,0.0,1.0
2021-06-12,Grieskirchen,1.0,0.0
2021-06-13,Grieskirchen,1.0,
2021-06-14,Grieskirchen,0.0,0.0
2021-06-15,Grieskirchen,0.0,1.0
2021-06-16,Grieskirchen,0.0,0.0
2021-06-17,Grieskirchen,0.0,-1.0
2021-06-18,Grieskirchen,0.0,0.0
2021-06-19,Grieskirchen,0.0,-2.0
2021-06-20,Grieskirchen,0.0,
2021-06-21,Grieskirchen,0.0,0.0
2021-06-22,Grieskirchen,2.0,1.0
2021-06-23,Grieskirchen,0.0,0.0
2021-06-24,Grieskirchen,0.0,0.0
2021-06-25,Grieskirchen,0.0,1.0
2021-06-26,Grieskirchen,0.0,-2.0
2021-06-27,Grieskirchen,1.0,
2021-06-28,Grieskirchen,0.0,-1.0
2021-06-29,Grieskirchen,0.0,0.0
2021-06-30,Grieskirchen,0.0,0.0
2021-07-01,Grieskirchen,0.0,1.0
2021-07-02,Grieskirchen,0.0,0.0
2021-07-03,Grieskirchen,0.0,-3.0
2021-07-04,Grieskirchen,1.0,
2021-07-05,Grieskirchen,1.0,0.0
2021-07-06,Grieskirchen,0.0,-1.0
2021-07-07,Grieskirchen,2.0,0.0
2021-07-08,Grieskirchen,0.0,2.0
2021-07-09,Grieskirchen,0.0,0.0
2021-07-10,Grieskirchen,0.0,-4.0
2021-07-11,Grieskirchen,2.0,
2021-07-12,Grieskirchen,2.0,0.0
2021-07-13,Grieskirchen,3.0,2.0
2021-07-14,Grieskirchen,1.0,2.0
2021-07-15,Grieskirchen,6.0,1.0
2021-07-16,Grieskirchen,4.0,1.0
2021-07-17,Grieskirchen,1.0,0.0
2021-07-18,Grieskirchen,1.0,
2021-07-19,Grieskirchen,8.0,1.0
2021-07-20,Grieskirchen,2.0,1.0
2020-09-01,Gänserndorf,4.0,6.0
2020-09-02,Gänserndorf,4.0,3.0
2020-09-03,Gänserndorf,4.0,3.0
2020-09-04,Gänserndorf,6.0,1.0
2020-09-05,Gänserndorf,3.0,-3.0
2020-09-06,Gänserndorf,3.0,
2020-09-07,Gänserndorf,1.0,2.0
2020-09-08,Gänserndorf,1.0,1.0
2020-09-09,Gänserndorf,10.0,1.0
2020-09-10,Gänserndorf,6.0,0.0
2020-09-11,Gänserndorf,6.0,-2.0
2020-09-12,Gänserndorf,2.0,-4.0
2020-09-13,Gänserndorf,5.0,
2020-09-14,Gänserndorf,6.0,-2.0
2020-09-15,Gänserndorf,11.0,0.0
2020-09-16,Gänserndorf,19.0,0.0
2020-09-17,Gänserndorf,14.0,2.0
2020-09-18,Gänserndorf,10.0,2.0
2020-09-19,Gänserndorf,13.0,-1.0
2020-09-20,Gänserndorf,2.0,
2020-09-21,Gänserndorf,13.0,1.0
2020-09-22,Gänserndorf,7.0,2.0
2020-09-23,Gänserndorf,6.0,4.0
2020-09-24,Gänserndorf,9.0,3.0
2020-09-25,Gänserndorf,13.0,6.0
2020-09-26,Gänserndorf,7.0,4.0
2020-09-27,Gänserndorf,6.0,1.0
2020-09-28,Gänserndorf,9.0,5.0
2020-09-29,Gänserndorf,8.0,4.0
2020-09-30,Gänserndorf,5.0,4.0
2020-10-01,Gänserndorf,6.0,3.0
2020-10-02,Gänserndorf,5.0,3.0
2020-10-03,Gänserndorf,14.0,1.0
2020-10-04,Gänserndorf,2.0,0.0
2020-10-05,Gänserndorf,14.0,2.0
2020-10-06,Gänserndorf,16.0,3.0
2020-10-07,Gänserndorf,12.0,4.0
2020-10-08,Gänserndorf,17.0,4.0
2020-10-09,Gänserndorf,22.0,2.0
2020-10-10,Gänserndorf,5.0,2.0
2020-10-11,Gänserndorf,14.0,3.0
2020-10-12,Gänserndorf,12.0,4.0
2020-10-13,Gänserndorf,19.0,6.0
2020-10-14,Gänserndorf,14.0,6.0
2020-10-15,Gänserndorf,8.0,5.0
2020-10-16,Gänserndorf,19.0,7.0
2020-10-17,Gänserndorf,6.0,4.0
2020-10-18,Gänserndorf,7.0,3.0
2020-10-19,Gänserndorf,22.0,3.0
2020-10-20,Gänserndorf,14.0,4.0
2020-10-21,Gänserndorf,20.0,4.0
2020-10-22,Gänserndorf,18.0,4.0
2020-10-23,Gänserndorf,17.0,4.0
2020-10-24,Gänserndorf,28.0,3.0
2020-10-25,Gänserndorf,11.0,2.0
2020-10-26,Gänserndorf,22.0,20.0
2020-10-27,Gänserndorf,26.0,6.0
2020-10-28,Gänserndorf,28.0,6.0
2020-10-29,Gänserndorf,20.0,8.0
2020-10-30,Gänserndorf,25.0,8.0
2020-10-31,Gänserndorf,13.0,3.0
2020-11-01,Gänserndorf,27.0,3.0
2020-11-02,Gänserndorf,31.0,7.0
2020-11-03,Gänserndorf,35.0,11.0
2020-11-04,Gänserndorf,37.0,11.0
2020-11-05,Gänserndorf,41.0,11.0
2020-11-06,Gänserndorf,30.0,11.0
2020-11-07,Gänserndorf,45.0,8.0
2020-11-08,Gänserndorf,25.0,8.0
2020-11-09,Gänserndorf,18.0,9.0
2020-11-10,Gänserndorf,39.0,10.0
2020-11-11,Gänserndorf,56.0,11.0
2020-11-12,Gänserndorf,15.0,11.0
2020-11-13,Gänserndorf,34.0,11.0
2020-11-14,Gänserndorf,20.0,8.0
2020-11-15,Gänserndorf,24.0,7.0
2020-11-16,Gänserndorf,22.0,6.0
