,zone,x,y
2021-02-03,Urfahr-Umgebung,6.0,15.0
2021-02-04,Urfahr-Umgebung,2.0,15.0
2021-02-05,Urfahr-Umgebung,15.0,15.0
2021-02-06,Urfahr-Umgebung,4.0,9.0
2021-02-07,Urfahr-Umgebung,8.0,
2021-02-08,Urfahr-Umgebung,7.0,11.0
2021-02-09,Urfahr-Umgebung,8.0,11.0
2021-02-10,Urfahr-Umgebung,7.0,12.0
2021-02-11,Urfahr-Umgebung,10.0,14.0
2021-02-12,Urfahr-Umgebung,4.0,14.0
2021-02-13,Urfahr-Umgebung,4.0,7.0
2021-02-14,Urfahr-Umgebung,4.0,
2021-02-15,Urfahr-Umgebung,1.0,9.0
2021-02-16,Urfahr-Umgebung,11.0,11.0
2021-02-17,Urfahr-Umgebung,13.0,11.0
2021-02-18,Urfahr-Umgebung,6.0,11.0
2021-02-19,Urfahr-Umgebung,5.0,14.0
2021-02-20,Urfahr-Umgebung,12.0,5.0
2021-02-21,Urfahr-Umgebung,11.0,
2021-02-22,Urfahr-Umgebung,5.0,8.0
2021-02-23,Urfahr-Umgebung,11.0,8.0
2021-02-24,Urfahr-Umgebung,21.0,9.0
2021-02-25,Urfahr-Umgebung,16.0,10.0
2021-02-26,Urfahr-Umgebung,7.0,11.0
2021-02-27,Urfahr-Umgebung,11.0,7.0
2021-02-28,Urfahr-Umgebung,4.0,
2021-03-01,Urfahr-Umgebung,8.0,8.0
2021-03-02,Urfahr-Umgebung,14.0,8.0
2021-03-03,Urfahr-Umgebung,14.0,9.0
2021-03-04,Urfahr-Umgebung,20.0,10.0
2021-03-05,Urfahr-Umgebung,15.0,13.0
2021-03-06,Urfahr-Umgebung,8.0,6.0
2021-03-07,Urfahr-Umgebung,12.0,
2021-03-08,Urfahr-Umgebung,21.0,9.0
2021-03-09,Urfahr-Umgebung,15.0,9.0
2021-03-10,Urfahr-Umgebung,14.0,11.0
2021-03-11,Urfahr-Umgebung,22.0,11.0
2021-03-12,Urfahr-Umgebung,26.0,12.0
2021-03-13,Urfahr-Umgebung,24.0,6.0
2021-03-14,Urfahr-Umgebung,9.0,
2021-03-15,Urfahr-Umgebung,16.0,9.0
2021-03-16,Urfahr-Umgebung,19.0,10.0
2021-03-17,Urfahr-Umgebung,12.0,10.0
2021-03-18,Urfahr-Umgebung,13.0,11.0
2021-03-19,Urfahr-Umgebung,10.0,13.0
2021-03-20,Urfahr-Umgebung,12.0,9.0
2021-03-21,Urfahr-Umgebung,6.0,
2021-03-22,Urfahr-Umgebung,17.0,9.0
