,prov,N_pop,N_coloc,cases,deaths,contact_rate,short_range_movement,mid_range_movement,Country
2021-01-26,Venezia,45830.534815369625,6825.0,1297.0,84.0,48.72963158094309,0.6296311947945433,0.0581418600538682,Italy
2021-02-02,Venezia,45326.03577063066,6789.0,1246.0,47.0,48.01728372157048,0.6355891981045204,0.0663852210624782,Italy
2021-02-09,Venezia,46150.184492038185,6799.0,755.0,44.0,49.1692778199785,0.6259753996121282,0.0644927874870335,Italy
2021-02-16,Venezia,46150.58737846972,6841.0,779.0,22.0,48.11871726931023,0.6270415568631456,0.0633332051141618,Italy
2021-02-23,Venezia,46421.25547363068,6671.0,997.0,12.999999999999996,50.01903730601504,0.6088303517813891,0.0742904285826339,Italy
2021-03-02,Venezia,46750.49764004294,6729.0,1216.0,19.0,48.98656323967358,0.6123190118811813,0.0689666302295276,Italy
2021-03-09,Venezia,46891.59266532168,6861.0,1694.0,24.0,47.96003825410509,0.6166225262012103,0.0645065854744917,Italy
2021-03-16,Venezia,46887.57497723532,6894.0,2159.0,15.0,47.216949929092976,0.6189637818644901,0.0543262204835306,Italy
2021-03-23,Venezia,46762.17143295212,6883.0,2254.0,36.0,48.476195654579314,0.6456550996643347,0.0454766938174372,Italy
2021-03-30,Venezia,46853.42998657633,6532.0,2159.0,47.0,49.00313975057106,0.6161407909856456,0.0549989175657878,Italy
2021-04-06,Venezia,47100.26611637657,6304.0,1527.0,33.0,49.00718511992248,0.612646879516738,0.0536632564661845,Italy
2021-04-13,Venezia,47291.51518866007,6512.0,1006.0,37.0,49.53743608111584,0.6385293538271218,0.0638279054953427,Italy
2021-04-20,Venezia,47334.91391439088,6580.0,1009.0,29.000000000000004,49.18090199778224,0.6309069263430345,0.0661502237791886,Italy
2021-04-27,Venezia,47473.6973034009,6525.0,967.0,25.000000000000004,47.642129135790285,0.6173289276229503,0.0665207525703119,Italy
2021-05-04,Venezia,47469.76435268787,6290.0,854.0,17.0,48.68345382934932,0.5979689172311694,0.0656386928919855,Italy
2021-05-11,Venezia,47767.9384730036,6368.0,810.0,14.0,47.25099165198642,0.5842212425637658,0.0666621322288296,Italy
2021-05-18,Venezia,48189.5668471125,6417.0,436.0,5.0,48.86437656904801,0.5885073188989132,0.0671064064116284,Italy
2021-05-25,Venezia,48749.42478386037,6334.0,282.0,11.0,49.60157157907447,0.5736423921582011,0.0669669460881799,Italy
2021-06-01,Venezia,49043.97891287632,5898.0,204.0,4.0,48.92675025713052,0.5358937798440908,0.0657791126260661,Italy
2021-06-08,Venezia,49801.05109982725,5769.0,117.0,4.0,50.52987399680981,0.3899583239025269,0.0610362963267628,Italy
2021-06-15,Venezia,48821.54840879199,5588.0,104.0,0.9999999999999996,47.131581051833344,0.3610771771168294,0.0644217732800335,Italy
2021-06-22,Venezia,48441.79076468688,5369.0,78.0,3.0,45.20135394505625,0.344681529418559,0.0638512738316383,Italy
2021-06-29,Venezia,49084.08873984638,5437.0,46.0,0.9999999999999996,46.097560487853336,0.3407976630753417,0.0615294220152885,Italy
2021-07-06,Venezia,49315.16368027216,5490.0,34.0,0.0,46.74935727112029,0.3016016477827856,0.0610137161798735,Italy
2021-07-13,Venezia,50023.86846980736,5515.0,108.0,3.0,48.43933080915922,0.3154551555990161,0.0612260977805496,Italy
2021-07-20,Venezia,50598.49262866644,5244.0,327.0,2.0,48.91632070929994,0.2697511951955973,0.0596322426302453,Italy
2020-09-01,Verbano-Cusio-Ossola,10455.915357183345,1570.0,17.0,0.0,35.92937617025843,0.5766136982555294,0.0794714986768393,Italy
2020-09-08,Verbano-Cusio-Ossola,10318.068437035294,1486.0,9.0,0.9999999999999996,38.77573683136839,0.5784871025273561,0.0837867958032556,Italy
2020-09-15,Verbano-Cusio-Ossola,10204.87240571872,1192.0,8.0,0.0,45.6677696293896,0.61414943935551,0.0985852600603039,Italy
2020-09-22,Verbano-Cusio-Ossola,10220.732965213929,1382.0,7.0,0.0,40.31166696261865,0.631083782312001,0.0887334301694617,Italy
2020-09-29,Verbano-Cusio-Ossola,10058.275118121188,1481.0,7.0,0.0,39.84171510247264,0.6375819342847004,0.0917604744555212,Italy
2020-10-06,Verbano-Cusio-Ossola,9860.662548830884,1410.0,13.0,0.0,42.33166221899258,0.7352295358321131,0.0853419558836639,Italy
2020-10-13,Verbano-Cusio-Ossola,9928.75900165706,1568.0,50.0,0.0,40.7511031352054,0.6906457076854304,0.09229513001694,Italy
2020-10-20,Verbano-Cusio-Ossola,9979.374515528709,1569.0,149.0,0.0,40.14642210049823,0.6893958499544537,0.0830056897749317,Italy
2020-10-27,Verbano-Cusio-Ossola,9854.644591971495,1660.0,274.0,0.9999999999999996,37.84224706712103,0.7284991091001459,0.0862107795895284,Italy
2020-11-03,Verbano-Cusio-Ossola,9860.71029380294,1677.0,470.0,3.0,38.94473860809976,0.7098704694219176,0.0771323333744646,Italy
2020-11-10,Verbano-Cusio-Ossola,9702.815307400071,1715.0,522.0,20.0,38.39045807565305,0.6896615279343492,0.0728838131469165,Italy
2020-11-17,Verbano-Cusio-Ossola,9585.17899197033,1647.0,1160.0,19.0,35.90786876329005,0.7335053944352367,0.0615288579884537,Italy
2020-11-24,Verbano-Cusio-Ossola,9489.55480008943,1679.0,1128.0,14.0,37.68098872853627,0.7144112438959636,0.0628003978538871,Italy
2020-12-01,Verbano-Cusio-Ossola,9472.898686557774,1610.0,568.0,20.0,37.50598348204492,0.7616520920992739,0.067592990803602,Italy
2020-12-08,Verbano-Cusio-Ossola,9493.38794833778,1543.0,397.0,23.0,39.02983954112953,0.7374459988977651,0.0634751338506475,Italy
2020-12-15,Verbano-Cusio-Ossola,9457.57956032206,1577.0,305.0,14.0,39.71685626772233,0.7354430379554702,0.0776770920799526,Italy
2020-12-22,Verbano-Cusio-Ossola,9461.413699899023,1527.0,130.0,7.0,37.62557175836145,0.7366164847291612,0.0858400973721141,Italy
2020-12-29,Verbano-Cusio-Ossola,9509.587516918153,1464.0,181.0,7.0,38.35492001559871,0.6882593624439851,0.0578665737599819,Italy
2021-01-05,Verbano-Cusio-Ossola,9505.540950119164,1400.0,295.0,12.0,37.57086573724275,0.7373336901981072,0.0485411260225412,Italy
2021-01-12,Verbano-Cusio-Ossola,9336.254971280476,1387.0,425.0,3.0,37.57994498723461,0.73004434231225,0.0735603985663407,Italy
2021-01-19,Verbano-Cusio-Ossola,9135.419453358913,1346.0,253.0,6.0,35.64000016784048,0.760716458024404,0.0803001931222591,Italy
2021-01-26,Verbano-Cusio-Ossola,9222.07249936076,1327.0,276.0,11.0,36.151427809084495,0.734355044747825,0.0755512054492811,Italy
2021-02-02,Verbano-Cusio-Ossola,9180.497318111593,1335.0,205.0,8.0,36.36845705058887,0.7509272804791862,0.081844493580705,Italy
2021-02-09,Verbano-Cusio-Ossola,9251.432021704442,1359.0,206.0,2.0,35.01436854243204,0.744412893911243,0.080812468353993,Italy
2021-02-16,Verbano-Cusio-Ossola,9368.851313696012,1369.0,235.0,8.0,36.47178311375801,0.7430835962143629,0.0776399612661624,Italy
2021-02-23,Verbano-Cusio-Ossola,9416.678901556546,1367.0,342.0,5.0,36.9336212010784,0.7203144690586041,0.0930187470003765,Italy
2021-03-02,Verbano-Cusio-Ossola,9356.667724515646,1397.0,485.0,9.0,36.83632691099685,0.7438484674428696,0.0816028984571218,Italy
2021-03-09,Verbano-Cusio-Ossola,9319.258359511774,1374.0,576.0,8.0,36.19094765230068,0.7559435890199228,0.0759935663163848,Italy
2021-03-16,Verbano-Cusio-Ossola,9293.019399843455,1371.0,467.0,5.0,35.15833782909276,0.7601465435497535,0.0720387065378713,Italy
2021-03-23,Verbano-Cusio-Ossola,9356.222140291582,1346.0,446.0,9.0,36.978157300368615,0.7654869015379674,0.0634429044496051,Italy
2021-03-30,Verbano-Cusio-Ossola,9364.45303330581,1315.0,422.0,5.0,35.73216845656225,0.7644120465822887,0.0676639283266217,Italy
2021-04-06,Verbano-Cusio-Ossola,9599.188632622803,1265.0,321.0,6.0,36.15250466775707,0.7870001004525808,0.0617595938605915,Italy
2021-04-13,Verbano-Cusio-Ossola,9448.988617538716,1292.0,190.0,4.0,34.51099254091194,0.7632539309277198,0.0763464593509835,Italy
2021-04-20,Verbano-Cusio-Ossola,9461.000441663058,1281.0,151.0,0.9999999999999996,34.98886660296511,0.754520088245544,0.0782491833308619,Italy
2021-04-27,Verbano-Cusio-Ossola,9511.412633712658,1247.0,204.0,2.0,36.638453812305855,0.7496462087125053,0.0818506718480139,Italy
2021-05-04,Verbano-Cusio-Ossola,9513.10479271238,1273.0,235.0,2.0,36.661039496096855,0.7461539159060991,0.0802396882818071,Italy
2021-05-11,Verbano-Cusio-Ossola,9634.052875591591,1233.0,148.0,2.0,37.65290727380837,0.6955353897281233,0.0822044825010259,Italy
2021-05-18,Verbano-Cusio-Ossola,9659.461136607924,1231.0,119.0,2.0,36.78024608452403,0.7278613412359417,0.0877055653198297,Italy
2021-05-25,Verbano-Cusio-Ossola,9798.611115448908,1261.0,112.0,2.0,36.25509690332098,0.7129676476413597,0.0867728935206888,Italy
2021-06-01,Verbano-Cusio-Ossola,9887.801974111584,1212.0,56.0,0.9999999999999996,37.85560281411126,0.7004507372473915,0.0863141974967475,Italy
2021-06-08,Verbano-Cusio-Ossola,10001.402215429083,1146.0,36.0,0.0,36.09159458735474,0.6693888667732145,0.0838842492045966,Italy
2021-06-15,Verbano-Cusio-Ossola,9689.57048869244,1079.0,16.0,0.0,35.222047034946364,0.54747070561623,0.0888253414573093,Italy
2021-06-22,Verbano-Cusio-Ossola,9511.437076221864,1076.0,9.0,0.0,34.59037939265547,0.5493364848284358,0.0833733862848589,Italy
2021-06-29,Verbano-Cusio-Ossola,9658.52025623556,1078.0,6.0,0.0,37.2968807559122,0.5452666869411495,0.0833214255289148,Italy
2021-07-06,Verbano-Cusio-Ossola,9693.47943330538,1044.0,9.0,0.0,33.90725947045343,0.5403345691116263,0.08020400828691,Italy
2021-07-13,Verbano-Cusio-Ossola,10017.639325424703,1023.0,14.0,0.0,33.1044128376896,0.4810673013123569,0.0825015362623922,Italy
2021-07-20,Verbano-Cusio-Ossola,10173.784122175488,958.0,11.0,0.0,31.163747010486038,0.4581071373012915,0.0819647304392231,Italy
2020-09-01,Vercelli,10011.9229431716,1509.0,82.0,0.0,39.35176844193935,0.7409003020621816,0.0421943433722341,Italy
2020-09-08,Vercelli,10255.621764284288,1481.0,28.0,0.9999999999999996,41.18635031721078,0.7258257413063586,0.0425160036636239,Italy
2020-09-15,Vercelli,10436.991311950213,1279.0,30.0,0.0,51.93130886867768,0.7198642254367057,0.0585641316605753,Italy
2020-09-22,Vercelli,10569.605905493076,1465.0,31.0,0.9999999999999996,45.45346196789226,0.7305852325318501,0.0488796065834172,Italy
2020-09-29,Vercelli,10514.341409065755,1554.0,25.0,0.0,43.744657967354826,0.7194067453608894,0.04900437895493,Italy
2020-10-06,Vercelli,10602.223336262576,1615.0,27.0,0.0,44.41136805982744,0.7250569402280317,0.0482276265628966,Italy
2020-10-13,Vercelli,10608.125274584532,1618.0,99.0,0.9999999999999996,42.85917843398904,0.7230680881605429,0.052541178926851,Italy
2020-10-20,Vercelli,10696.596147392818,1658.0,153.0,4.0,43.91782042882832,0.7244258246941114,0.0467897346180213,Italy
2020-10-27,Vercelli,10742.52677943833,1690.0,411.0,3.0,46.00447520794764,0.7218688502027552,0.0526073908834,Italy
2020-11-03,Vercelli,10717.118373800036,1716.0,507.0,12.999999999999996,45.07284346556595,0.7250370669743227,0.0453372145162073,Italy
2020-11-10,Vercelli,10666.462188749883,1721.0,940.0,12.999999999999996,46.39871116037581,0.7023523552197255,0.0434753018879248,Italy
2020-11-17,Vercelli,10552.649995417809,1654.0,1054.0,17.0,44.57942970150267,0.751389031121091,0.0375086762434647,Italy
2020-11-24,Vercelli,10507.461791907772,1678.0,834.0,18.000000000000004,45.502291433614445,0.7448795026241909,0.0399925709346591,Italy
2020-12-01,Vercelli,10458.332799590547,1709.0,704.0,20.0,45.03185173035377,0.7380537424269402,0.0417289462682001,Italy
2020-12-08,Vercelli,10402.328884162458,1603.0,378.0,19.0,44.388108917686864,0.7407050335383596,0.0368115209035792,Italy
2020-12-15,Vercelli,10429.644415030143,1573.0,265.0,10.0,43.07292336257223,0.7246526312346252,0.0446543980746235,Italy
2020-12-22,Vercelli,10416.798823595307,1574.0,198.0,12.0,41.98109821594211,0.7290109069536389,0.0498657543268295,Italy
2020-12-29,Vercelli,10368.883227847931,1518.0,182.0,4.0,43.1828561348745,0.7298051464322641,0.0319590586300928,Italy
2021-01-05,Vercelli,10268.59214626509,1402.0,244.0,7.0,42.58920091860795,0.749372511923793,0.0286541134671784,Italy
2021-01-12,Vercelli,10177.792184869591,1409.0,232.0,4.0,40.46370176239303,0.7385754567748802,0.0425465895900297,Italy
2021-01-19,Vercelli,10003.74216941216,1435.0,177.0,4.0,41.78292299150896,0.7509857418354492,0.0451654150475988,Italy
2021-01-26,Vercelli,10133.907391575409,1402.0,94.0,5.0,41.31707704545783,0.7332126455630421,0.0450313659824145,Italy
2021-02-02,Vercelli,10099.3254437655,1439.0,172.0,3.0,41.62747244156459,0.7409808695773565,0.0489349078630155,Italy
2021-02-09,Vercelli,10198.276171322444,1443.0,147.0,0.9999999999999996,41.93529810650671,0.7421359028062672,0.0494604995971449,Italy
2021-02-16,Vercelli,10175.794476162442,1417.0,138.0,5.0,40.423548574407874,0.745691587681902,0.0441953422429083,Italy
2021-02-23,Vercelli,10298.16043311718,1391.0,222.0,6.0,43.03756938470475,0.7205175120493779,0.0550022090401752,Italy
2021-03-02,Vercelli,10282.043886395231,1387.0,413.0,2.0,44.066242433128046,0.7344668906677506,0.0465084486935308,Italy
2021-03-09,Vercelli,10342.42957290844,1441.0,521.0,6.0,45.303432621782704,0.7355906421103936,0.0462753458008096,Italy
2021-03-16,Vercelli,10268.728943535278,1421.0,614.0,6.0,43.37494388025775,0.7449407664773985,0.0416342713044387,Italy
2021-03-23,Vercelli,10321.1075369161,1419.0,669.0,11.0,43.18203340480638,0.7483112145729267,0.0378134406287015,Italy
2021-03-30,Vercelli,10309.975497465332,1390.0,568.0,14.0,42.33829396736421,0.7484364761675818,0.0377304271304697,Italy
2021-04-06,Vercelli,10433.069047604617,1316.0,399.0,5.0,45.99918261744229,0.7085763970860318,0.0326072022878349,Italy
2021-04-13,Vercelli,10371.842157424588,1339.0,272.0,5.0,44.07478664810765,0.7452167452251988,0.0467362995897044,Italy
2021-04-20,Vercelli,10388.024812365604,1336.0,203.0,3.0,43.338922045275126,0.7313628170918324,0.0466044600767064,Italy
2021-04-27,Vercelli,10408.204233963286,1323.0,206.0,3.0,42.639929901612085,0.7333153907043478,0.045711897907052,Italy
2021-05-04,Vercelli,10360.539335223704,1280.0,168.0,3.0,42.832536221082215,0.7142705836674074,0.0464080721453414,Italy
2021-05-11,Vercelli,10428.88298539455,1310.0,223.0,5.0,40.9052283712502,0.7182638937638809,0.0469946959145823,Italy
2021-05-18,Vercelli,10420.333201935551,1337.0,154.0,3.0,44.23216201397577,0.718253476160969,0.0478435892156878,Italy
2021-05-25,Vercelli,10408.133099142677,1296.0,113.0,2.0,43.0761769325475,0.7191678978928971,0.0473077472488364,Italy
2021-06-01,Vercelli,10305.539296564744,1205.0,100.0,0.9999999999999996,42.58159998777658,0.7095574710624912,0.0479853051899328,Italy
2021-06-08,Vercelli,10308.799923519226,1181.0,48.0,0.9999999999999996,42.84936041423053,0.7165857096530134,0.0466602188289757,Italy
2021-06-15,Vercelli,10164.779882589031,1111.0,38.0,0.0,43.005545125641966,0.7087401352028796,0.0487037565813943,Italy
2021-06-22,Vercelli,9998.97762635171,1136.0,15.0,0.0,41.694314338224245,0.4923775569315958,0.0461235571071258,Italy
2021-06-29,Vercelli,9955.787580103932,1129.0,12.0,0.0,40.50281947991468,0.4843340951075416,0.0476367245791669,Italy
2021-07-06,Vercelli,9902.4918337339,1103.0,11.0,0.0,40.20015362313127,0.4909227368188492,0.0475388243645999,Italy
2021-07-13,Vercelli,9863.076241414588,1063.0,7.0,0.0,36.6083494630028,0.4931708530823772,0.0476001115854289,Italy
2021-07-20,Vercelli,9804.672061403262,980.0,13.0,0.0,36.75016925052588,0.4856083367640068,0.0483101911296239,Italy
2020-09-01,Verona,62002.05744633523,8939.0,101.0,0.9999999999999996,47.48266587738873,0.5884502685086737,0.1084981572498155,Italy
2020-09-08,Verona,62970.330305187184,8666.0,172.0,0.9999999999999996,49.945177055918194,0.5641392190467305,0.11164562533957,Italy
2020-09-15,Verona,63350.437745586656,7429.0,189.0,2.0,58.93646186934132,0.5702249469068049,0.1309759431600987,Italy
2020-09-22,Verona,63682.281568094775,8359.0,259.0,2.0,56.00164201487551,0.5775240111986099,0.1240281419223046,Italy
2020-09-29,Verona,62922.18835826839,9013.0,236.0,3.0,52.73831151480209,0.6048766447640196,0.1241497516369882,Italy
2020-10-06,Verona,62249.19010375755,9313.0,265.0,5.0,51.50757442315616,0.6147564945937005,0.1208510367859169,Italy
2020-10-13,Verona,61635.81951952128,9357.0,552.0,12.999999999999996,52.77810991822971,0.6182925020001212,0.1263890066929131,Italy
2020-10-20,Verona,61591.06309989287,9312.0,722.0,9.0,53.12394839589516,0.6221888186086711,0.1177976335278437,Italy
2020-10-27,Verona,61609.96570237811,9531.0,1303.0,18.000000000000004,53.93298904628556,0.6424014755445673,0.124677089621472,Italy
2020-11-03,Verona,60547.82231289644,9566.0,2207.0,44.0,52.14047651960749,0.66871930619572,0.1095363558862687,Italy
2020-11-10,Verona,60199.75316340876,9538.0,4201.0,60.99999999999999,51.53423465028027,0.6754711102806499,0.112964375948512,Italy
2020-11-17,Verona,59756.88960600365,9315.0,4306.0,93.0,50.76610089082448,0.6754997279341964,0.1098596334089035,Italy
2020-11-24,Verona,59270.56577065657,9269.0,3853.0,130.0,50.64183642207084,0.6765487905113415,0.1118155680909359,Italy
2020-12-01,Verona,58946.08777906884,9214.0,3768.0,136.0,50.26047197248971,0.6706978357180461,0.110418316310786,Italy
2020-12-08,Verona,58566.50210864926,8927.0,4671.0,172.0,48.68574923574573,0.6903083337671708,0.1002872176292601,Italy
2020-12-15,Verona,58711.523877596,8863.0,5744.0,163.0,48.66448284440089,0.6694409065602668,0.1114552934570803,Italy
2020-12-22,Verona,58177.44206142428,8962.0,5255.0,189.0,47.56982286453164,0.6676746458180526,0.113875569682613,Italy
2020-12-29,Verona,56618.13457776167,8264.0,4680.0,150.0,48.45118367486762,0.7127445070255007,0.0732360279541937,Italy
2021-01-05,Verona,56510.09568431326,7756.0,4778.0,120.0,47.38661388983498,0.7167782411348167,0.0491423608104316,Italy
2021-01-12,Verona,56986.71605437528,7892.0,3660.0,124.0,47.90579245058368,0.6965507758034545,0.0952187619310386,Italy
2021-01-19,Verona,56247.773542976494,7996.0,1931.0,99.0,48.56499156131014,0.7022816042637677,0.1012294391121662,Italy
2021-01-26,Verona,56853.52429670528,7895.0,1310.0,57.0,48.30345419825579,0.6810821441474917,0.104045895636057,Italy
2021-02-02,Verona,56362.151959123046,7912.0,1050.0,49.0,48.42559548365291,0.6895219495460334,0.1154900377062614,Italy
2021-02-09,Verona,57238.64367076814,7784.0,710.0,29.000000000000004,47.96382790437286,0.678179698075128,0.1144873490019827,Italy
2021-02-16,Verona,57333.59505185646,7741.0,653.0,30.0,47.007655747440296,0.6760763317597682,0.1101290851881419,Italy
2021-02-23,Verona,57545.16780043334,7715.0,832.0,20.0,47.23369746358698,0.6552928058022885,0.1349937180690202,Italy
2021-03-02,Verona,57693.37773948215,7771.0,1230.0,18.000000000000004,47.93484942671744,0.5767223786901183,0.119474882465279,Italy
2021-03-09,Verona,58089.65147655179,7852.0,1583.0,28.0,49.25854295593874,0.6649186279167714,0.1178279111346164,Italy
2021-03-16,Verona,58054.11584815265,7887.0,2372.0,29.000000000000004,48.61658341528737,0.6814816923510691,0.1105888530957318,Italy
2021-03-23,Verona,57817.75542268652,7684.0,2251.0,26.0,48.64256099246578,0.6908854113358186,0.0947433262510446,Italy
2021-03-30,Verona,57811.42694455508,7404.0,1897.0,31.0,47.85161367254743,0.6919579515800127,0.0916797291655526,Italy
2021-04-06,Verona,57816.11095051359,7227.0,1828.0,43.0,49.07411453713848,0.709819878930482,0.0819208139457327,Italy
2021-04-13,Verona,58452.86546878653,7292.0,1583.0,31.0,48.40346884116167,0.6863956367099163,0.1069985193636033,Italy
2021-04-20,Verona,58575.92051364282,7403.0,1485.0,29.000000000000004,48.5700001800116,0.6717745974999322,0.1130905911465152,Italy
2021-04-27,Verona,58608.157391477296,7476.0,1381.0,26.0,49.27767822025735,0.6732490607474725,0.1150373610277756,Italy
2021-05-04,Verona,58887.00794742872,7241.0,1307.0,11.0,49.37756881785184,0.6565093107990998,0.1151074346957426,Italy
2021-05-11,Verona,59306.9555666266,7223.0,916.0,9.0,49.10078647410123,0.6336271672552395,0.1177621418859143,Italy
2021-05-18,Verona,59694.32093852995,7293.0,584.0,11.0,48.14773630753943,0.6316772014572896,0.1209703040796012,Italy
2021-05-25,Verona,60359.95167522945,7126.0,344.0,5.0,48.97308122903338,0.6194367372912117,0.1188345800419527,Italy
2021-06-01,Verona,60041.394704124505,6617.0,207.0,5.0,46.46734342934042,0.6003933430926427,0.1203667747519651,Italy
2021-06-08,Verona,60745.69889038729,6551.0,151.0,2.0,47.92737839902274,0.5916055508620941,0.1141648587706366,Italy
2021-06-15,Verona,59092.27461167396,6233.0,105.0,0.9999999999999996,46.35593996672706,0.5063913141797022,0.1238565347164564,Italy
2021-06-22,Verona,58425.63252655485,5990.0,51.0,3.0,45.38165969829308,0.4002423703210278,0.1228927764476665,Italy
2021-06-29,Verona,58186.21678555336,5959.0,52.0,5.0,42.99776345092398,0.3996546734201818,0.1213360495377944,Italy
2021-07-06,Verona,58509.99925058272,5976.0,180.0,0.0,43.32673580148112,0.4026775447922105,0.1157554718892113,Italy
2021-07-13,Verona,59301.108295482336,5875.0,427.0,0.9999999999999996,43.33781852803389,0.3631878366140525,0.1187642292336863,Italy
2021-07-20,Verona,60171.60446771376,5511.0,998.0,0.9999999999999996,43.38709109697847,0.3566556785168656,0.1140869655517536,Italy
2020-09-01,Vibo Valentia,9377.46096373352,935.0,4.0,0.0,46.08297089628488,0.3664201311505581,0.0267772631003254,Italy
2020-09-08,Vibo Valentia,8160.511379731303,822.0,0.0,0.0,44.95458960296751,0.4194706755691004,0.0291012327819044,Italy
2020-09-15,Vibo Valentia,7500.049481010014,582.0,4.0,0.0,52.391140486919504,0.4536614514275349,0.0372308654816674,Italy
2020-09-22,Vibo Valentia,7073.037472467539,724.0,8.0,0.0,44.47932015437818,0.5067445751611526,0.0358203253384181,Italy
2020-09-29,Vibo Valentia,6787.047804540442,850.0,10.0,0.0,41.29155588666949,0.5683189083258109,0.0379502661155624,Italy
2020-10-06,Vibo Valentia,6556.383188566944,860.0,11.0,0.9999999999999996,40.56451647615093,0.5771465113160094,0.0387472186253489,Italy
2020-10-13,Vibo Valentia,6441.368260409117,854.0,1.0,0.0,41.15708718613702,0.5807922826463241,0.0388789092252224,Italy
2020-10-20,Vibo Valentia,6407.595625474237,823.0,10.0,0.0,44.86370825221891,0.5875341141611051,0.0369678992707686,Italy
2020-10-27,Vibo Valentia,6372.127371290167,804.0,20.0,0.0,44.44028920619181,0.5896117810762893,0.0374770852446737,Italy
2020-11-03,Vibo Valentia,6388.04419166278,813.0,52.0,0.9999999999999996,40.86985136262168,0.697034439873846,0.0323036415806542,Italy
2020-11-10,Vibo Valentia,6365.935746842641,832.0,96.0,3.0,42.65366198768884,0.6779045262644017,0.0304723997879046,Italy
2020-11-17,Vibo Valentia,6289.761835992262,823.0,165.0,3.0,42.23646247707049,0.6517493373617489,0.0235163172383303,Italy
2020-11-24,Vibo Valentia,6315.88905880651,823.0,405.0,6.0,38.747657281203175,0.7274574737452117,0.0244140631262089,Italy
2020-12-01,Vibo Valentia,6280.85931034683,840.0,67.0,3.0,40.278211995483865,0.6409215687555759,0.024874567213252,Italy
2020-12-08,Vibo Valentia,6287.147107821862,808.0,127.0,3.0,40.44803413936469,0.7165008772452596,0.024677724951338,Italy
2020-12-15,Vibo Valentia,6249.331899852886,744.0,79.0,2.0,39.05178337058243,0.70432745756792,0.0299460379679903,Italy
2020-12-22,Vibo Valentia,6422.114180279818,766.0,92.0,0.0,41.09826337646092,0.6211946967597624,0.0337682137202947,Italy
2020-12-29,Vibo Valentia,6697.4725339276,735.0,370.0,3.0,38.23620472551083,0.6088587792369845,0.0248451070126939,Italy
2021-01-05,Vibo Valentia,6603.720644300981,661.0,364.0,2.0,38.73868562873721,0.6136368462256103,0.0217876906560201,Italy
2021-01-12,Vibo Valentia,6248.283573467085,711.0,369.0,0.9999999999999996,34.3549615436499,0.7113273774645688,0.025888273460816,Italy
2021-01-19,Vibo Valentia,5912.7825220813065,681.0,168.0,3.0,33.06456504835198,0.7299976922895537,0.0248429117284747,Italy
2021-01-26,Vibo Valentia,5910.307740415544,666.0,103.0,5.0,32.75730061605056,0.7090267596679736,0.0270475022270705,Italy
2021-02-02,Vibo Valentia,5886.649539146594,676.0,224.0,5.0,36.772847682455165,0.7225849860564413,0.0328703804034085,Italy
2021-02-09,Vibo Valentia,5958.000520129312,662.0,175.0,3.0,36.8130910431837,0.7146868032143452,0.0299189514908101,Italy
2021-02-16,Vibo Valentia,5981.364937734326,703.0,174.0,4.0,35.5897320309814,0.7101856611333809,0.0285712243067253,Italy
2021-02-23,Vibo Valentia,5960.591663768969,679.0,218.0,2.0,34.88567260207422,0.7056428454602971,0.04005237275554,Italy
2021-03-02,Vibo Valentia,5948.814914394799,676.0,179.0,5.0,38.38407756834948,0.7117563991463297,0.0359009598772831,Italy
2021-03-09,Vibo Valentia,5986.147610179688,675.0,122.0,2.0,40.02073577080874,0.7120851182249309,0.0324068180600854,Italy
2021-03-16,Vibo Valentia,6038.294586746737,703.0,242.0,6.0,37.90747792166879,0.7083194750256905,0.0359270576730088,Italy
2021-03-23,Vibo Valentia,6063.254811786601,705.0,169.0,2.0,34.066454599054936,0.7062301312272408,0.0322220644326924,Italy
2021-03-30,Vibo Valentia,6137.95991667595,663.0,172.0,4.0,35.54425559894688,0.7091667144116303,0.0304258370554971,Italy
2021-04-06,Vibo Valentia,6446.247538592528,632.0,107.0,3.0,43.45666940548231,0.6585818009182824,0.0246854999635318,Italy
2021-04-13,Vibo Valentia,6216.172482610267,664.0,195.0,0.0,35.6463803593388,0.7183667510970515,0.0340670338594971,Italy
2021-04-20,Vibo Valentia,6144.669666780821,671.0,95.0,2.0,36.32275817553432,0.7224636910166358,0.0320030029195051,Italy
2021-04-27,Vibo Valentia,6120.7370541920345,654.0,212.0,3.0,36.13237684008055,0.719907382930585,0.0337723746153768,Italy
2021-05-04,Vibo Valentia,6100.383933340592,656.0,140.0,0.9999999999999996,39.46695117746595,0.7188335982621721,0.0345438797047613,Italy
2021-05-11,Vibo Valentia,6129.985846081031,673.0,124.0,5.0,41.26860563079379,0.7118042185496352,0.0359377358224455,Italy
2021-05-18,Vibo Valentia,6136.169826714161,712.0,78.0,2.0,39.60386897383623,0.7074478382961961,0.0354218624370202,Italy
2021-05-25,Vibo Valentia,6173.981137642245,677.0,72.0,2.0,40.19236426633039,0.5852961330746476,0.0356838088658114,Italy
2021-06-01,Vibo Valentia,6278.7365583272085,633.0,68.0,0.0,39.28378235848924,0.5720634990351845,0.0385860567791284,Italy
2021-06-08,Vibo Valentia,6431.517736218082,601.0,85.0,0.9999999999999996,40.329905249637655,0.5431985278446196,0.0332495308838728,Italy
2021-06-15,Vibo Valentia,6442.950970710163,598.0,33.0,0.9999999999999996,38.17506333498077,0.5358042303834665,0.0365180759035515,Italy
